projects_completed,tenure_months,portfolio_strength,on_time_delivery_percent,avg_client_rating,rating_trajectory,dispute_rate,project_category,project_success_score,project_price_inr
18,14,0.89,0.85,4.12,0.26,0.101,Web Development,49.77,259420
6,6,0.86,0.86,4.46,0.06,0.087,Mobile Development,52.02,221488
35,31,0.87,0.74,3.78,0.13,0.135,Web Development,32.12,293938
36,43,0.64,0.8,3.66,0.26,0.135,Web Development,33.29,215477
25,43,0.54,0.79,3.82,0.02,0.112,Mobile Development,27.19,173707
49,59,0.57,0.97,4.75,-0.13,0.047,Mobile Development,59.57,347534
44,49,0.98,0.92,4.52,-0.01,0.057,UI/UX Design,71.72,441813
26,27,0.81,0.94,4.71,-0.0,0.045,Web Development,69.14,332164
39,49,0.86,0.75,3.94,0.24,0.106,Graphic Design,50.24,327466
6,15,0.95,0.85,4.19,0.24,0.105,Mobile Development,51.09,246557
46,60,0.93,0.78,3.92,0.11,0.117,Web Development,47.95,367091
10,11,0.61,0.94,4.35,0.15,0.094,Web Development,53.23,157820
18,22,0.53,0.72,3.5,0.23,0.15,Graphic Design,18.43,131243
50,56,0.96,0.85,4.08,0.24,0.108,Mobile Development,65.53,397524
44,55,0.99,0.74,3.5,0.17,0.146,Mobile Development,29.68,347403
44,43,0.78,0.89,4.45,0.16,0.088,Web Development,64.67,362097
25,29,0.94,0.86,4.23,-0.16,0.094,Mobile Development,54.5,298533
50,56,0.62,0.84,4.36,0.1,0.095,Web Development,55.2,313867
17,15,0.56,0.71,3.65,0.26,0.129,Graphic Design,20.44,162793
16,13,0.75,0.85,4.22,-0.17,0.095,UI/UX Design,43.2,201684
21,26,0.91,0.88,4.53,0.16,0.056,UI/UX Design,63.97,315083
6,11,0.83,1.0,4.68,0.19,0.064,Graphic Design,75.48,256021
24,26,0.82,0.72,3.5,0.15,0.15,Mobile Development,23.72,178078
46,44,0.51,0.95,4.74,0.16,0.053,Graphic Design,67.32,324545
24,29,0.66,0.83,4.15,0.29,0.104,Web Development,49.27,246951
30,38,0.97,0.79,3.85,0.11,0.117,UI/UX Design,41.12,323246
21,23,0.57,0.88,4.21,0.07,0.081,Web Development,47.51,208370
38,33,0.86,0.87,4.11,0.19,0.113,Mobile Development,58.27,336161
50,57,0.88,0.78,3.85,0.25,0.117,UI/UX Design,50.76,345013
38,37,0.87,0.9,4.4,0.16,0.098,Graphic Design,64.48,349525
7,17,0.99,0.87,4.33,0.01,0.083,UI/UX Design,60.75,251068
40,53,0.7,0.9,4.16,0.28,0.097,Graphic Design,56.13,311569
36,47,0.84,0.92,4.6,0.08,0.069,Graphic Design,73.13,338417
34,32,0.6,0.83,4.02,0.27,0.115,Web Development,47.19,250541
19,15,0.7,0.81,4.0,0.06,0.098,UI/UX Design,39.74,198421
48,51,0.75,0.72,3.5,0.27,0.141,Graphic Design,33.51,276179
38,57,0.61,0.83,4.15,0.06,0.087,Web Development,43.1,277360
45,47,0.95,0.79,4.18,0.22,0.078,Web Development,48.65,375520
36,37,0.86,0.73,3.73,0.25,0.112,Mobile Development,35.27,308033
35,47,0.64,0.79,3.82,0.12,0.13,Mobile Development,35.02,240605
27,31,0.57,0.71,3.5,0.03,0.15,Graphic Design,15.81,154706
23,30,0.64,0.86,4.12,0.11,0.117,UI/UX Design,48.43,197783
16,16,0.81,0.86,4.1,0.02,0.094,Mobile Development,44.84,218662
28,28,0.91,0.95,4.66,0.0,0.068,Graphic Design,67.08,364588
41,39,0.75,0.78,3.75,0.21,0.114,UI/UX Design,38.44,294586
43,57,0.55,0.79,3.78,0.08,0.14,Mobile Development,31.82,251071
36,45,0.62,0.89,4.29,0.02,0.104,Mobile Development,47.43,280726
20,28,0.67,0.99,4.75,0.12,0.055,Graphic Design,76.81,280750
34,34,0.82,0.98,4.66,0.17,0.067,Graphic Design,77.79,338155
24,36,0.62,0.84,4.06,0.12,0.125,UI/UX Design,39.84,218453
14,12,0.62,0.89,4.12,0.15,0.096,Mobile Development,46.96,155067
32,45,0.64,0.85,4.21,0.03,0.074,Graphic Design,46.64,259136
33,38,0.8,0.84,3.93,0.18,0.123,Web Development,41.99,276806
30,26,0.75,0.88,4.42,-0.1,0.057,Mobile Development,57.04,292765
7,7,0.92,0.83,4.24,-0.0,0.093,Graphic Design,49.76,270611
23,23,0.85,0.79,3.72,0.22,0.136,Web Development,35.19,226801
39,52,0.83,0.92,4.71,0.17,0.056,UI/UX Design,76.52,399827
32,38,0.58,0.94,4.72,-0.02,0.039,UI/UX Design,57.92,289178
28,42,0.53,0.76,3.8,0.24,0.109,Mobile Development,29.2,190269
37,39,0.75,0.91,4.27,-0.14,0.104,Mobile Development,52.78,309655
21,25,0.54,0.81,3.59,0.23,0.145,Mobile Development,29.53,115157
33,40,0.68,0.78,3.86,0.22,0.114,Mobile Development,43.41,240981
47,56,0.51,0.86,4.22,-0.11,0.103,Web Development,47.31,286193
36,55,0.59,0.97,4.78,0.0,0.064,Mobile Development,66.78,330212
45,59,0.56,0.79,3.58,0.29,0.14,UI/UX Design,27.29,227622
22,23,0.9,0.94,4.7,-0.13,0.038,Mobile Development,66.94,329199
42,51,0.67,0.79,4.04,0.22,0.114,Graphic Design,43.87,296831
37,29,0.54,0.92,4.52,-0.15,0.085,Mobile Development,54.38,271164
21,13,0.63,0.92,4.23,0.11,0.11,Web Development,56.17,220780
31,35,0.84,0.94,4.5,0.12,0.083,Mobile Development,65.12,334793
36,49,0.87,1.0,4.63,0.16,0.051,Mobile Development,80.82,351927
46,58,0.56,0.72,3.5,0.24,0.144,Web Development,25.86,233831
19,15,0.89,0.83,3.89,0.29,0.104,Web Development,44.8,251435
26,28,0.69,0.88,4.32,-0.06,0.093,Graphic Design,49.76,259229
50,57,0.84,0.89,4.18,0.02,0.082,Web Development,59.36,384677
45,54,0.84,0.94,4.52,-0.14,0.066,UI/UX Design,70.6,397906
17,16,0.9,0.73,3.72,0.01,0.133,Web Development,23.13,221825
18,7,0.85,0.92,4.46,-0.05,0.069,UI/UX Design,59.33,280083
22,31,0.52,0.9,4.3,-0.16,0.072,UI/UX Design,44.39,201159
44,41,0.76,0.72,3.56,0.07,0.137,Web Development,26.45,287472
37,38,0.58,0.84,4.37,-0.04,0.086,Graphic Design,41.97,276966
50,52,0.98,0.8,4.11,0.08,0.11,Graphic Design,51.62,423054
14,18,0.63,0.93,4.12,0.1,0.105,Mobile Development,49.16,182894
46,45,0.71,0.71,3.5,0.27,0.15,Mobile Development,35.47,232370
28,30,0.6,0.73,3.63,0.03,0.144,UI/UX Design,15.01,173130
10,9,0.57,0.71,3.87,0.23,0.11,Mobile Development,22.77,139710
41,47,0.8,0.72,3.58,0.22,0.143,Graphic Design,31.79,294600
23,24,0.75,0.88,4.22,0.09,0.106,Graphic Design,52.92,273382
18,23,0.69,0.95,4.57,-0.14,0.058,Web Development,55.35,250309
35,42,0.54,0.83,4.06,0.2,0.115,Graphic Design,42.74,253542
32,35,0.87,0.77,3.86,0.03,0.133,Web Development,43.74,281134
20,24,0.5,0.78,3.89,0.06,0.136,Graphic Design,21.22,133435
28,28,0.73,0.81,3.93,0.12,0.112,Mobile Development,39.91,244790
47,59,0.82,0.84,4.39,0.03,0.069,Graphic Design,60.08,378786
23,21,0.72,0.82,4.04,0.08,0.107,Mobile Development,40.83,248718
11,6,0.56,0.88,4.47,-0.1,0.093,UI/UX Design,43.49,194482
20,17,0.89,0.82,4.01,0.17,0.125,Graphic Design,47.32,262574
20,29,0.66,0.89,4.26,0.17,0.08,Mobile Development,52.79,219858
39,39,0.57,0.85,4.2,-0.06,0.082,UI/UX Design,45.12,267968
44,58,0.78,0.72,3.5,0.2,0.149,Mobile Development,27.2,287095
13,13,0.51,0.95,4.57,0.05,0.051,Graphic Design,57.64,187044
19,23,0.66,0.74,3.5,0.13,0.15,Graphic Design,18.37,167917
45,53,0.88,0.85,3.96,0.23,0.095,Mobile Development,55.3,371799
11,10,0.96,1.0,4.68,0.15,0.045,Mobile Development,78.59,279848
31,31,0.8,0.78,3.84,0.14,0.104,Mobile Development,36.51,271517
31,35,0.61,0.7,3.55,0.22,0.135,Web Development,15.99,181375
47,59,0.61,0.83,3.83,0.2,0.106,Mobile Development,39.6,286787
9,18,0.8,0.77,3.74,0.25,0.138,UI/UX Design,31.94,182303
27,24,0.7,0.87,4.18,0.02,0.098,Graphic Design,50.5,235109
33,34,0.59,0.93,4.8,0.02,0.035,Web Development,66.07,311242
15,8,0.89,0.87,4.22,0.14,0.081,Graphic Design,57.46,264007
27,31,0.6,0.88,4.08,0.2,0.095,UI/UX Design,49.93,232994
40,45,0.66,0.89,4.46,-0.11,0.085,Graphic Design,56.16,329737
14,17,0.53,0.92,4.43,-0.08,0.062,Web Development,47.21,165540
6,7,0.85,0.92,4.55,0.03,0.051,Mobile Development,60.86,232011
15,16,0.64,0.98,4.87,0.11,0.041,UI/UX Design,69.96,235952
46,49,0.62,0.82,3.91,0.08,0.132,Graphic Design,39.34,287763
28,33,0.65,0.71,3.5,0.08,0.139,Mobile Development,13.14,177627
21,23,0.94,0.84,4.04,0.28,0.091,Web Development,55.53,257971
19,18,0.76,0.95,4.73,-0.16,0.051,Mobile Development,62.58,289026
36,42,0.58,0.72,3.84,0.12,0.132,UI/UX Design,29.48,213388
30,27,0.89,0.93,4.77,-0.04,0.054,Graphic Design,66.89,365475
14,17,0.6,0.85,4.1,0.09,0.099,Web Development,32.53,163031
10,7,0.71,0.97,4.88,-0.01,0.021,Web Development,69.36,235781
38,42,0.78,0.92,4.52,0.11,0.06,Mobile Development,64.54,371737
5,12,0.79,0.9,4.32,-0.03,0.101,Mobile Development,50.49,196241
29,31,0.53,0.94,4.44,0.13,0.064,Web Development,60.75,228082
34,31,0.92,0.99,4.82,-0.01,0.049,UI/UX Design,84.66,410031
24,29,0.74,0.81,4.24,-0.18,0.107,UI/UX Design,40.21,250516
12,17,0.99,1.0,4.98,0.05,0.031,UI/UX Design,85.92,338992
23,21,0.86,0.73,3.5,0.08,0.148,Mobile Development,16.68,242555
26,28,1.0,0.95,4.65,-0.07,0.044,Mobile Development,70.53,398192
46,45,0.73,0.8,3.8,0.17,0.145,Web Development,42.04,297658
17,14,0.57,0.83,4.09,0.09,0.09,Graphic Design,37.13,158735
28,37,0.86,0.96,4.71,-0.06,0.053,Mobile Development,75.05,348424
15,20,0.89,0.9,4.44,0.16,0.062,Mobile Development,62.88,270806
40,42,0.93,0.85,4.32,0.11,0.078,Graphic Design,59.59,385649
20,18,0.65,0.74,3.56,0.13,0.15,Graphic Design,18.9,151861
12,10,0.76,0.98,4.92,0.19,0.042,Mobile Development,73.23,290101
17,16,0.93,0.82,3.95,0.16,0.094,UI/UX Design,46.91,238666
18,15,0.93,0.75,3.54,0.22,0.15,Web Development,32.01,219931
49,57,0.51,0.85,4.28,0.06,0.099,Web Development,40.39,309180
10,18,0.84,0.83,4.13,0.21,0.119,Mobile Development,44.76,234863
45,46,0.8,0.88,4.44,-0.06,0.086,Mobile Development,59.73,365754
50,58,0.54,0.75,3.74,0.19,0.142,UI/UX Design,29.97,262595
50,51,0.97,0.84,3.76,0.27,0.137,UI/UX Design,53.75,383809
50,55,0.72,0.99,4.63,-0.12,0.057,Mobile Development,69.31,389986
27,20,0.84,0.99,4.77,-0.07,0.041,UI/UX Design,71.99,341932
38,47,0.94,0.98,4.7,-0.12,0.055,Mobile Development,74.04,432671
15,12,0.57,0.92,4.7,0.0,0.041,Web Development,57.5,228929
44,45,0.93,0.76,3.66,0.24,0.146,UI/UX Design,34.1,333224
20,33,0.86,0.85,4.29,-0.13,0.107,UI/UX Design,43.82,266348
31,37,0.92,0.94,4.61,0.13,0.065,Web Development,82.0,375142
26,40,0.75,0.78,3.5,0.15,0.15,Web Development,33.75,204800
21,20,0.52,0.7,3.5,0.08,0.137,UI/UX Design,15.36,113790
50,53,0.84,0.83,4.1,0.19,0.115,UI/UX Design,55.4,354755
35,41,0.69,0.82,4.22,0.17,0.108,Mobile Development,43.22,251316
21,26,0.7,0.71,3.5,0.2,0.15,UI/UX Design,19.62,149535
14,11,0.72,0.79,4.02,0.17,0.113,Mobile Development,36.35,212521
11,6,0.75,0.97,4.75,-0.09,0.067,Web Development,62.46,238889
14,9,0.83,0.78,4.06,0.18,0.124,Web Development,37.65,247432
10,16,0.86,0.88,4.19,0.23,0.107,Mobile Development,53.9,236918
42,49,0.89,0.86,4.31,0.02,0.087,Graphic Design,54.9,380517
29,31,0.84,0.97,4.49,0.02,0.084,Graphic Design,64.93,320514
41,42,0.9,0.91,4.72,-0.03,0.047,Web Development,69.6,433592
25,28,0.56,0.73,3.56,0.03,0.139,UI/UX Design,15.57,159957
40,34,0.92,0.76,3.54,0.29,0.141,Web Development,40.15,304415
24,26,0.69,0.86,4.07,0.18,0.092,Graphic Design,44.76,229292
42,53,0.76,0.72,3.71,0.03,0.138,UI/UX Design,26.1,291626
37,50,0.72,0.81,3.99,0.12,0.117,Web Development,41.07,286644
39,50,0.74,0.82,4.16,0.02,0.111,Web Development,46.98,305996
41,54,0.64,0.75,3.95,0.15,0.122,Graphic Design,34.58,301679
28,32,0.58,0.77,3.97,0.08,0.124,UI/UX Design,23.03,227856
46,44,0.55,0.78,3.98,0.1,0.119,UI/UX Design,31.57,267257
31,45,0.73,0.7,3.5,0.02,0.15,Graphic Design,18.53,213347
11,18,0.56,0.92,4.35,0.09,0.075,Graphic Design,47.41,182269
24,28,0.62,0.97,4.51,0.09,0.088,Mobile Development,56.41,241465
13,21,0.57,0.77,3.8,0.04,0.131,Mobile Development,21.07,124431
26,35,0.55,0.71,3.85,0.23,0.126,UI/UX Design,22.28,186343
13,9,0.94,1.0,4.76,-0.06,0.063,Graphic Design,77.24,314639
38,45,0.84,0.93,4.76,-0.19,0.046,Graphic Design,70.19,365438
22,21,0.96,0.99,4.51,-0.12,0.053,UI/UX Design,70.42,314380
34,36,0.82,0.82,3.93,0.01,0.105,Mobile Development,41.39,295596
50,58,0.92,0.86,4.07,0.11,0.117,UI/UX Design,60.82,393188
42,47,0.78,0.98,4.79,0.13,0.056,Web Development,77.64,384725
33,30,0.73,0.84,4.14,0.27,0.083,Graphic Design,54.04,262647
42,49,0.76,0.9,4.13,0.1,0.082,Graphic Design,58.1,322407
19,17,0.66,0.9,4.25,0.12,0.095,Web Development,51.93,214120
30,31,0.83,0.96,4.8,-0.15,0.064,Graphic Design,71.58,375600
37,42,0.95,1.0,4.94,0.05,0.021,Graphic Design,84.06,424953
45,53,0.89,0.81,3.87,0.07,0.122,Graphic Design,49.5,348878
42,38,0.73,0.77,3.7,0.21,0.146,Mobile Development,35.12,274854
33,33,0.98,0.75,3.68,0.08,0.137,Web Development,35.6,294927
13,14,0.99,0.98,4.59,0.18,0.057,Graphic Design,76.19,313034
29,17,0.75,0.79,3.94,0.07,0.126,Graphic Design,33.75,249617
10,10,0.93,0.73,3.61,0.24,0.15,Graphic Design,34.71,200723
49,59,0.5,0.93,4.66,0.13,0.07,Web Development,60.02,352636
43,57,0.53,0.83,4.03,0.15,0.125,Graphic Design,40.69,260603
50,59,0.51,0.93,4.62,-0.17,0.046,Graphic Design,60.39,331949
38,33,0.89,0.88,4.2,-0.02,0.087,Graphic Design,55.92,357993
27,40,0.54,0.77,3.74,0.25,0.15,Mobile Development,34.99,169662
11,10,0.51,0.71,3.56,0.11,0.149,Web Development,9.63,97525
39,39,0.57,0.81,3.76,0.1,0.136,Mobile Development,29.32,227416
37,51,0.65,0.7,3.5,0.01,0.15,Web Development,13.38,201660
37,39,0.73,0.88,4.44,0.02,0.082,UI/UX Design,57.79,336139
11,18,0.53,0.81,3.79,0.11,0.134,Web Development,31.34,93899
40,44,0.75,0.74,3.83,0.21,0.108,Mobile Development,38.58,310735
40,47,0.62,0.85,4.15,0.06,0.099,Web Development,41.96,272136
50,50,0.64,0.93,4.52,-0.18,0.075,Graphic Design,56.27,349358
48,53,0.91,1.0,4.86,0.02,0.053,Mobile Development,88.67,475240
8,19,0.99,0.88,4.25,0.06,0.087,Mobile Development,53.35,279751
16,16,0.73,0.74,3.71,0.12,0.118,Mobile Development,23.54,186117
44,47,0.66,0.93,4.48,0.09,0.066,Web Development,70.58,353287
35,43,0.97,0.93,4.41,0.1,0.074,UI/UX Design,66.24,367301
9,9,0.75,0.99,4.92,-0.19,0.047,Graphic Design,67.97,275456
46,58,0.87,0.87,4.06,0.04,0.086,Web Development,54.46,354656
36,38,0.71,0.8,3.87,0.26,0.116,UI/UX Design,44.38,255088
7,12,0.6,0.97,4.81,-0.15,0.043,Graphic Design,63.93,202887
36,46,0.83,0.87,4.1,0.02,0.104,Mobile Development,53.58,294486
19,13,0.83,0.71,3.53,0.12,0.15,UI/UX Design,16.54,210408
34,42,0.73,0.84,3.9,0.14,0.128,Mobile Development,46.71,272961
44,56,0.63,0.7,3.5,0.3,0.139,Mobile Development,29.0,246788
9,15,0.92,0.94,4.32,0.02,0.09,Mobile Development,59.29,249278
44,48,0.64,0.86,4.08,0.19,0.098,Web Development,51.5,291355
22,20,0.83,0.74,3.7,0.14,0.146,Graphic Design,27.29,232079
42,43,0.69,0.94,4.52,-0.01,0.055,Graphic Design,63.43,340289
19,20,0.74,0.86,4.36,0.07,0.067,Graphic Design,47.37,232864
14,10,0.61,0.72,3.69,0.2,0.119,Graphic Design,23.46,128569
32,34,0.82,0.76,3.69,0.04,0.137,Graphic Design,30.37,268908
15,24,0.61,0.93,4.65,-0.09,0.043,Web Development,56.99,205808
50,59,0.74,0.81,3.94,0.01,0.097,Web Development,43.96,349901
50,56,0.66,0.94,4.43,0.05,0.069,UI/UX Design,61.28,374769
16,15,0.98,0.74,3.51,0.23,0.15,Graphic Design,32.08,246652
16,17,0.99,0.8,4.14,0.17,0.085,Web Development,45.98,280105
50,59,0.88,0.94,4.74,0.18,0.045,Mobile Development,74.44,439735
12,9,0.99,0.92,4.41,-0.12,0.075,Graphic Design,61.83,272726
36,36,0.56,0.77,3.8,0.03,0.141,Mobile Development,19.84,195949
19,23,1.0,1.0,4.76,0.0,0.048,Web Development,74.18,346809
16,21,0.55,0.74,3.5,0.11,0.15,UI/UX Design,10.59,105496
37,45,0.71,0.95,4.57,-0.19,0.055,UI/UX Design,60.72,319461
35,41,0.62,0.9,4.03,0.1,0.115,Web Development,46.6,250241
29,30,0.98,0.76,3.58,0.14,0.125,Mobile Development,32.93,264298
33,28,0.82,0.87,4.25,-0.18,0.109,Mobile Development,50.14,324666
23,17,0.8,0.98,4.85,0.0,0.042,Web Development,74.36,331104
40,39,1.0,0.91,4.16,0.22,0.08,Mobile Development,70.33,372722
32,41,0.81,0.86,4.19,0.23,0.097,Graphic Design,57.35,271687
35,42,0.82,0.82,4.0,0.06,0.111,Graphic Design,48.32,285264
15,8,0.52,0.91,4.4,0.04,0.067,Mobile Development,43.72,181171
21,14,0.93,0.99,4.81,0.11,0.033,Web Development,79.0,354687
50,58,0.99,0.95,4.7,-0.08,0.045,UI/UX Design,79.56,476280
19,23,0.98,0.94,4.55,-0.01,0.051,UI/UX Design,62.62,300431
35,48,0.61,0.74,3.92,0.18,0.118,UI/UX Design,30.47,233307
36,40,0.61,0.94,4.49,-0.04,0.086,Web Development,52.23,326299
45,60,0.68,0.71,3.5,0.04,0.15,Web Development,21.87,258774
36,39,0.66,0.92,4.72,-0.09,0.071,Graphic Design,63.51,316943
45,46,0.65,0.75,4.1,0.23,0.106,Mobile Development,40.12,331837
20,19,0.8,0.85,4.25,0.12,0.095,UI/UX Design,49.25,270202
5,9,0.9,0.92,4.13,0.23,0.092,Mobile Development,62.57,209872
27,34,0.97,0.95,4.62,0.18,0.076,Mobile Development,74.68,385691
43,46,0.53,0.94,4.46,-0.08,0.073,Web Development,55.28,291888
44,50,0.64,0.77,4.04,0.1,0.098,Web Development,41.95,271492
49,55,0.63,0.76,3.74,0.3,0.15,Mobile Development,37.44,260308
28,20,0.68,0.99,4.66,0.05,0.065,UI/UX Design,70.89,298413
31,33,0.71,0.76,3.8,0.29,0.124,Graphic Design,35.56,262276
41,47,0.69,0.89,4.53,-0.19,0.05,Web Development,59.34,349970
25,21,0.98,1.0,4.68,-0.08,0.041,UI/UX Design,77.12,357129
11,17,0.72,0.97,4.77,-0.16,0.036,Web Development,61.83,268539
45,57,0.78,0.84,3.8,0.14,0.142,Graphic Design,44.51,332504
8,10,0.87,0.9,4.37,0.13,0.099,Graphic Design,59.54,249942
37,39,0.86,0.87,4.03,0.03,0.098,Graphic Design,53.39,342264
35,47,0.79,0.81,3.84,0.02,0.123,Mobile Development,42.11,291623
12,6,0.93,0.76,3.94,0.09,0.126,Mobile Development,36.44,242446
36,44,0.81,0.95,4.52,-0.02,0.064,Graphic Design,64.51,343906
30,37,0.94,0.75,3.59,0.21,0.143,Graphic Design,34.1,285038
32,31,0.65,0.87,4.43,-0.12,0.091,Mobile Development,46.58,302002
14,22,0.57,0.86,4.28,-0.1,0.076,Graphic Design,38.31,161868
42,53,0.91,0.82,3.72,0.2,0.15,Mobile Development,44.53,358871
43,32,0.69,0.73,3.64,0.14,0.137,Graphic Design,30.18,252917
36,29,0.83,0.95,4.58,-0.13,0.054,Graphic Design,65.81,373122
25,40,0.87,0.85,4.27,-0.07,0.104,Graphic Design,49.11,283846
40,51,0.66,0.91,4.36,-0.13,0.064,Mobile Development,53.94,319407
40,47,0.75,0.71,3.81,0.04,0.131,Graphic Design,28.13,288024
42,59,0.95,0.74,3.73,0.23,0.114,Mobile Development,42.29,340812
48,44,0.94,0.77,3.57,0.06,0.15,UI/UX Design,38.76,359121
28,31,0.87,0.75,3.65,0.15,0.144,UI/UX Design,35.64,246760
44,54,0.88,0.77,3.97,0.11,0.108,Mobile Development,48.07,329822
39,43,0.95,0.93,4.43,0.02,0.072,Graphic Design,67.3,383482
27,28,0.87,0.73,3.63,0.2,0.126,Web Development,26.51,272654
20,27,0.67,0.7,3.51,0.26,0.144,Web Development,14.21,148516
18,9,0.56,0.7,3.5,0.23,0.15,Graphic Design,16.06,128373
46,54,0.71,0.91,4.33,-0.01,0.096,Web Development,56.38,356203
22,14,0.54,0.84,4.04,0.02,0.113,Mobile Development,40.02,188462
8,9,0.56,0.79,4.15,0.03,0.117,Mobile Development,32.67,156330
5,12,0.98,0.93,4.67,0.08,0.059,Graphic Design,62.64,291609
33,28,0.84,0.87,4.08,0.17,0.091,Web Development,55.92,308119
13,7,0.93,0.72,3.5,0.22,0.15,UI/UX Design,23.71,203338
50,54,0.82,0.96,4.73,-0.07,0.055,Graphic Design,75.2,417432
32,29,0.71,0.8,3.94,0.01,0.112,UI/UX Design,39.87,281406
38,45,0.51,0.8,3.94,0.01,0.101,Graphic Design,26.43,213957
48,60,0.98,0.96,4.44,-0.11,0.082,UI/UX Design,72.51,409242
31,36,0.54,0.73,3.64,0.04,0.137,Web Development,26.13,187473
46,52,0.81,0.71,3.5,0.28,0.15,Mobile Development,29.35,322643
33,36,0.55,0.95,4.42,0.11,0.069,Web Development,61.44,232637
34,52,0.64,0.84,4.06,0.18,0.092,UI/UX Design,44.25,233809
38,45,0.59,0.79,3.86,0.05,0.116,UI/UX Design,31.45,235210
50,53,0.78,0.95,4.39,0.19,0.093,Graphic Design,69.55,342873
46,56,0.94,0.73,3.56,0.26,0.132,UI/UX Design,37.36,354610
50,48,0.82,0.77,3.69,0.3,0.134,Mobile Development,40.2,329890
29,39,0.83,0.75,3.71,0.23,0.125,Mobile Development,38.06,255020
50,60,0.95,0.94,4.49,-0.14,0.09,Web Development,63.53,436500
21,29,0.87,0.81,4.21,0.13,0.077,Mobile Development,53.88,275783
41,54,0.93,0.95,4.62,0.07,0.05,Mobile Development,75.61,429189
24,31,0.71,0.71,3.5,0.22,0.148,Graphic Design,23.04,186176
31,21,0.93,0.9,4.52,0.03,0.058,Graphic Design,63.83,377443
42,52,0.82,0.8,3.63,0.08,0.148,UI/UX Design,38.39,283472
14,18,0.57,0.74,3.75,0.02,0.125,Web Development,22.42,116064
19,20,0.52,0.92,4.49,-0.04,0.082,Graphic Design,55.68,200980
27,32,0.62,0.81,4.02,0.2,0.11,Graphic Design,43.24,217167
15,9,0.69,0.87,4.14,0.17,0.096,Graphic Design,48.22,216178
10,21,0.92,0.73,3.74,0.02,0.125,UI/UX Design,28.2,214231
26,35,0.87,0.95,4.63,0.05,0.048,Mobile Development,68.34,334356
45,49,0.98,0.81,4.1,0.12,0.092,Web Development,49.47,397670
28,35,0.78,0.91,4.28,-0.16,0.074,Mobile Development,50.88,275785
31,41,0.87,0.94,4.71,-0.04,0.067,Graphic Design,71.33,349680
7,8,0.64,0.72,3.52,0.08,0.15,Graphic Design,15.99,74532
28,27,0.84,0.8,3.7,0.17,0.133,Graphic Design,29.66,288263
48,54,0.85,0.93,4.76,0.1,0.042,Graphic Design,72.43,429437
30,27,0.92,0.79,4.0,0.15,0.111,Mobile Development,44.81,307843
40,55,0.77,0.96,4.9,-0.09,0.053,Graphic Design,70.29,394631
40,55,0.82,0.8,3.93,0.12,0.129,Web Development,40.57,317500
50,60,0.6,0.81,4.11,0.09,0.105,Graphic Design,45.71,316537
46,54,0.87,0.74,3.87,0.13,0.122,Web Development,39.25,343793
14,17,0.92,0.76,3.71,0.02,0.122,UI/UX Design,33.77,233019
49,60,0.8,0.79,3.64,0.05,0.147,Web Development,29.93,343689
18,26,0.56,0.7,3.56,0.04,0.15,UI/UX Design,10.81,132203
9,9,0.66,0.75,3.75,0.18,0.122,UI/UX Design,22.95,157212
32,36,0.74,0.82,4.08,0.2,0.101,Web Development,47.31,290788
43,49,0.84,0.82,4.03,0.27,0.092,UI/UX Design,45.92,333851
31,36,0.66,0.75,3.64,0.08,0.15,Mobile Development,30.84,194207
25,28,0.92,0.74,3.59,0.12,0.127,Web Development,30.02,221977
50,59,0.69,0.79,3.99,0.19,0.119,Mobile Development,44.71,321837
47,58,0.52,0.9,3.91,0.29,0.105,Mobile Development,54.02,263311
21,25,0.9,0.87,3.97,0.12,0.122,UI/UX Design,53.25,269072
16,20,0.82,0.99,4.48,0.19,0.077,Mobile Development,69.34,263732
17,28,0.9,0.76,3.5,0.12,0.15,Graphic Design,31.43,218109
32,33,0.67,0.75,3.72,0.09,0.138,UI/UX Design,31.27,252494
28,21,0.51,0.76,3.84,0.03,0.118,Mobile Development,23.32,184185
32,42,0.54,0.7,3.58,0.1,0.149,UI/UX Design,16.44,162960
18,26,0.56,0.96,4.46,0.08,0.063,Mobile Development,55.14,227298
16,20,0.9,0.85,3.89,0.05,0.11,UI/UX Design,42.81,217396
22,22,0.65,0.83,4.11,0.25,0.084,UI/UX Design,47.3,216965
43,55,1.0,0.77,3.89,0.22,0.123,Graphic Design,53.09,346276
33,42,0.88,0.97,4.78,-0.06,0.061,Web Development,73.8,366177
18,18,0.8,0.91,4.21,-0.18,0.088,UI/UX Design,47.56,254667
23,24,0.99,0.85,4.29,-0.14,0.075,Graphic Design,52.62,314741
33,35,0.66,0.95,4.63,0.2,0.073,UI/UX Design,64.29,306773
41,50,0.58,0.95,4.46,0.17,0.079,Graphic Design,60.77,287212
20,23,0.87,0.73,3.52,0.25,0.15,Web Development,26.47,222971
9,19,0.64,0.72,3.5,0.22,0.13,Web Development,15.54,89937
40,41,0.98,0.73,3.51,0.08,0.145,Graphic Design,26.7,315407
37,41,0.99,0.9,4.53,0.11,0.084,Graphic Design,70.06,361890
31,25,0.96,0.79,3.95,0.11,0.121,UI/UX Design,51.3,316851
50,57,0.97,0.98,4.53,-0.03,0.066,UI/UX Design,77.44,455373
22,24,0.81,0.85,4.06,0.23,0.102,Graphic Design,42.58,256442
35,50,0.85,0.96,4.72,0.08,0.068,Mobile Development,76.86,380481
33,49,0.55,0.85,3.83,0.07,0.137,Mobile Development,36.52,187963
